WT-W4熊掌暖手宝蓝色	109042001	
捷安特ROOST越野头盔	109031404	
捷安特NUMEN+TAG HL车尾灯	109031404	
海梭长帽外套	01	
捉蓝大睡袋110*45CM	01	
捉红枕头50*25CM	01	
恬枕套	01	
新梭长袖裙	01	
圣梭裙套	01	
金蝶智慧店铺版软件服务费	304020199	
MZJ-168装订机刀头垫片 小圆垫片	109062799	
咨询服务费	1100101020000000000	
包	3070401000000000000	
爱若繁星戒指	106050901	
双肩包	3070401000000000000	
水泥	3040502020302000000	
中砂	1060101000000000000	
石子	1060101030000000000	
钢筋	1060102000000000000	
水泥	1060101000000000000	
中砂	3040502020302000000	
石子	1060102000000000000	
夏立空调	1060101030000000000	
夏立空调	3040502020302000000	
设计费	1060101030000000000	
薄长绒棉袜（3双装）	01	
提花松口袜（1双装）	01	
初针太阳帽	01	
通信业务服务费	1060101030000000000	
亚都 SC-M036	109041502	
Liv ABUS 小链条锁	109031404	
XTC SLR 1	109031404	
水电费代收	1060101030000000000	
设计费	3040502020300000000	
蔬菜	3040502020400000000	
餐饮服务	1060102000000000000	
餐费	1060101000000000000	
霍尼韦尔空气检测器WiFi版	3070401000000000000	
灯泡	109042409	
同仁堂 总统牌 虫草 冬虫夏草-50/13g（礼盒）	0000000000000000000	
亚都 YC-X100E	109041502	
汽油	1060101030000000000	
其他服装	488	
风扇	489	
精斗云5.0	102693	
云进销存	102306	
云pos	102636	
针大床围	01	
绿植	1060101030000000000	
餐饮费	3040502020300000000	
物流辅助-装卸费	3040502020400000000	
王毛厚袜	01	
轻羽长帽外套	01	
新针薄袜	01	
王针大被	01	
男四季袜	01	
娱乐服务	1060101030000000000	
快梭背蛤	01	
扫描枪	3070401000000000000	
金龙鱼非转基因玉米油5L加量食用油物理压榨	1060101030000000000	
雀巢中小学生儿童营养奶粉400g袋装新老包装随机发	1060101030000000000	
海天味极鲜酱油1.28L非转基因黄豆酿造生抽调料	1060101030000000000	
立白柠檬去油洗洁精1.5kg瓶装不伤手食品用蔬果净	3040502020300000000	
植护原木抽纸3层110抽24包面巾纸餐巾纸纸巾家用批发	1060101000000000000	
茶叶	1060101000000000000	
金蝶 针式明细账KZ-Z102 金蝶账簿 312*203mm	106010502	
运费	3040502020300000000	
吊灯	109042401	
婴和蛤	01	
派梭长蛤	01	
纱普尿布(5件装)	01	
梦大床垫	01	
探毛长蛤	01	
植物精华洗衣液300ml（瓶装）	01	
炙甘草	0000000000000000000	
麦冬	0000000000000000000	
木香	0000000000000000000	
天花粉	0000000000000000000	
前胡	0000000000000000000	
盐巴戟天	0000000000000000000	
薤白	0000000000000000000	
虎杖	0000000000000000000	
芦根	0000000000000000000	
锁阳	0000000000000000000	
紫菀	0000000000000000000	
姜黄	0000000000000000000	
玉竹	0000000000000000000	
地榆	0000000000000000000	
土茯苓	0000000000000000000	
龙胆	0000000000000000000	
苦参	0000000000000000000	
射干	0000000000000000000	
生地黄	0000000000000000000	
熟地黄	0000000000000000000	
乌药	0000000000000000000	
续断	0000000000000000000	
浙贝母	0000000000000000000	
白芍	0000000000000000000	
赤芍	0000000000000000000	
丹参	0000000000000000000	
黄芪	0000000000000000000	
藕节	0000000000000000000	
桑枝	0000000000000000000	
玄参	0000000000000000000	
甘草	0000000000000000000	
郁金	0000000000000000000	
胆南星	0000000000000000000	
白芍（1.2-1.4）	0000000000000000000	
清半夏	0000000000000000000	
木贼	0000000000000000000	
制何首乌	0000000000000000000	
麸炒山药	0000000000000000000	
救必应	0000000000000000000	
麦冬（120粒）	0000000000000000000	
白术	0000000000000000000	
白芷	0000000000000000000	
北柴胡	0000000000000000000	
酒黄精	0000000000000000000	
豆蔻	0000000000000000000	
乌梅	0000000000000000000	
吴茱萸	0000000000000000000	
苍耳子	0000000000000000000	
莱菔子	0000000000000000000	
蒺藜	0000000000000000000	
槟榔	0000000000000000000	
金樱子肉	0000000000000000000	
川楝子	0000000000000000000	
桑椹	0000000000000000000	
葶苈子	0000000000000000000	
炒白扁豆	0000000000000000000	
炒山楂	0000000000000000000	
炒酸枣仁	0000000000000000000	
路路通	0000000000000000000	
木瓜	0000000000000000000	
芡实	0000000000000000000	
决明子	0000000000000000000	
紫苏子	0000000000000000000	
大枣（乌枣）	0000000000000000000	
净山楂	0000000000000000000	
火麻仁	0000000000000000000	
枸杞子	0000000000000000000	
青蒿	0000000000000000000	
香薷	0000000000000000000	
淡竹叶	0000000000000000000	
伸筋草	0000000000000000000	
广金钱草	0000000000000000000	
桑寄生	0000000000000000000	
夏枯草	0000000000000000000	
连钱草	0000000000000000000	
仙鹤草	0000000000000000000	
火炭母	0000000000000000000	
溪黄草	0000000000000000000	
