食品	0000000000000000000	
办公用品	0000000000000000000	
家用电器	0000000000000000000	
服装	0000000000000000000	
文具	0000000000000000000	
礼品	0000000000000000000	
话费	0000000000000000000	
餐饮	0000000000000000000	
活动	0000000000000000000	
发票名称1	0000000000000000000	
10002原材料	0000000000000000000	
杯子	0000000000000000000	
10003原材料	0000000000000000000	
开票名称1	0000000000000000000	
金蝶KIS记账王V9.1财务软件正版永久使用 会计电算化小企业记账	0000000000000000000	
10004原材料	0000000000000000000	
金蝶正版财务软件永久使用小企业财务管理软件KIS迷你版会计记账	0000000000000000000	
16050400001 金蝶正版财务软件永久使用小企业财务管理软件KIS迷你版(SN+批次+保质期）	0000000000000000000	
食品类	0000000000000000000	
10001原材料	0000000000000000000	
SX103-F付款申请单(240*140)	0000000000000000000	
KP-J103激打金额记账凭证(240ⅹ140)	0000000000000000000	
RM05B热铆凭证封套(243×142包角)	0000000000000000000	
PZH103凭证盒单边（255*145*50）	0000000000000000000	
MZJ168手动铆装机	0000000000000000000	
订制品CXDZ	0000000000000000000	
KP-Z103针打金额记账凭证(241ⅹ140)	0000000000000000000	
KP-J101K激光空白记账凭证	0000000000000000000	
SX210-A费用报销单(210*120)	0000000000000000000	
SX210-E原始单据粘贴单(210*120)	0000000000000000000	
SX103-A费用报销单(240*140)	0000000000000000000	
SX103-E原始单据粘贴单(240*140)	0000000000000000000	
交通费	0000000000000000000	
订制品FLWDZ	0000000000000000000	
SX103-Z支出凭单(240*140)	0000000000000000000	
金蝶智慧记店铺版（1站点）	0000000000000000000	
SX210-F付款申请单(210*120)	0000000000000000000	
SX210-C借款审批单(210*120)	0000000000000000000	
KIS迷你版	0000000000000000000	
KIS标准版--单站点	0000000000000000000	
SX101-C借款审批单(210*140)	0000000000000000000	
KP-Z101针打金额记帐凭证(222ⅹ140)	0000000000000000000	
KP-J105K激光金额记帐凭证(240ⅹ120)	0000000000000000000	
K02-3 80列业务单据-3联单（两等份）（241*140）	0000000000000000000	
RM07B-S热铆凭证封套(212*299包角)	0000000000000000000	
RM01B热铆凭证封套(225×142包角)	0000000000000000000	
MNB-J103迷你包-激光103	0000000000000000000	
RM05热铆凭证封套(243×142)	0000000000000000000	
KP-Z103K针式金额记帐凭证(240ⅹ140)	0000000000000000000	
RM-H综合档案封套(299×212)	0000000000000000000	
SX101-A费用报销单(210*140)	0000000000000000000	
x68专用尼龙管	0000000000000000000	
K30手动铆装机	0000000000000000000	
MNB-KPJ103K激光空白凭证迷你包（240*140）	0000000000000000000	
SX103-C借款审批单(240*140)	0000000000000000000	
SJ03-A收据（一式三联单栏  175*95）	0000000000000000000	
KP-J105激打金额记账凭证(240ⅹ120)	0000000000000000000	
SJ02-A收据（一式两联单栏  175*95）	0000000000000000000	
SJ03-B收据（一式三联多栏  175*95）	0000000000000000000	
RM01热铆凭证封套(225×142)	0000000000000000000	
SX105-A费用报销单(240*114)	0000000000000000000	
SX105-E原始单据粘贴单(240*114)	0000000000000000000	
金蝶智慧记食品医药版	0000000000000000000	
SX103-B差旅费报销单(240*140)	0000000000000000000	
SX210-B差旅费报销单(210*120)	0000000000000000000	
SX105-F付款申请单(240*120)	0000000000000000000	
RM06B热铆凭证封套(243×122包角)	0000000000000000000	
SX105-B差旅费报销单(240*114)	0000000000000000000	
KP-J101激打金额记帐凭证(210ⅹ140)	0000000000000000000	
RM07B-H热铆凭证封套(299*212包角)	0000000000000000000	
KP-J103K激光金额记帐凭证(240ⅹ140)	0000000000000000000	
KZ-J102激打明细帐(297ⅹ210)	0000000000000000000	
MNB-KPJ105K激光空白凭证迷你包（240*120）	0000000000000000000	
RM-BJB包角边	0000000000000000000	
